Archivo,Tamano (MB)
BIOGRID-ORCS-SCREEN_2080-1.1.16.screen.csv,2.079054832458496
BIOGRID-ORCS-SCREEN_1783-1.1.16.screen.csv,2.0778751373291016
BIOGRID-ORCS-SCREEN_1297-1.1.16.screen.csv,2.077606201171875
BIOGRID-ORCS-SCREEN_2024-1.1.16.screen.csv,2.077543258666992
BIOGRID-ORCS-SCREEN_1215-1.1.16.screen.csv,2.077376365661621
BIOGRID-ORCS-SCREEN_1298-1.1.16.screen.csv,2.076972007751465
BIOGRID-ORCS-SCREEN_2031-1.1.16.screen.csv,2.0752859115600586
BIOGRID-ORCS-SCREEN_2060-1.1.16.screen.csv,2.075162887573242
BIOGRID-ORCS-SCREEN_1413-1.1.16.screen.csv,2.0739974975585938
BIOGRID-ORCS-SCREEN_2134-1.1.16.screen.csv,2.0737791061401367
BIOGRID-ORCS-SCREEN_1092-1.1.16.screen.csv,2.0721664428710938
BIOGRID-ORCS-SCREEN_1205-1.1.16.screen.csv,2.0700883865356445
BIOGRID-ORCS-SCREEN_2137-1.1.16.screen.csv,2.0663576126098633
BIOGRID-ORCS-SCREEN_1999-1.1.16.screen.csv,2.0662031173706055
BIOGRID-ORCS-SCREEN_1206-1.1.16.screen.csv,2.065641403198242
BIOGRID-ORCS-SCREEN_1362-1.1.16.screen.csv,2.062032699584961
BIOGRID-ORCS-SCREEN_1228-1.1.16.screen.csv,2.0604820251464844
BIOGRID-ORCS-SCREEN_2048-1.1.16.screen.csv,2.0601911544799805
BIOGRID-ORCS-SCREEN_182-1.1.16.screen.csv,2.0591001510620117
BIOGRID-ORCS-SCREEN_1402-1.1.16.screen.csv,2.058988571166992
BIOGRID-ORCS-SCREEN_689-1.1.16.screen.csv,2.05877685546875
BIOGRID-ORCS-SCREEN_2085-1.1.16.screen.csv,2.057196617126465
BIOGRID-ORCS-SCREEN_2104-1.1.16.screen.csv,2.0569534301757812
BIOGRID-ORCS-SCREEN_1879-1.1.16.screen.csv,2.0565977096557617
BIOGRID-ORCS-SCREEN_1229-1.1.16.screen.csv,2.0540075302124023
BIOGRID-ORCS-SCREEN_2207-1.1.16.screen.csv,2.053433418273926
BIOGRID-ORCS-SCREEN_2208-1.1.16.screen.csv,2.0532922744750977
BIOGRID-ORCS-SCREEN_1397-1.1.16.screen.csv,2.0528764724731445
BIOGRID-ORCS-SCREEN_183-1.1.16.screen.csv,2.0521488189697266
BIOGRID-ORCS-SCREEN_1434-1.1.16.screen.csv,2.050868034362793
BIOGRID-ORCS-SCREEN_1135-1.1.16.screen.csv,2.0499277114868164
BIOGRID-ORCS-SCREEN_1733-1.1.16.screen.csv,2.048982620239258
BIOGRID-ORCS-SCREEN_1121-1.1.16.screen.csv,2.0480079650878906
BIOGRID-ORCS-SCREEN_2016-1.1.16.screen.csv,2.047637939453125
BIOGRID-ORCS-SCREEN_1119-1.1.16.screen.csv,2.0476064682006836
BIOGRID-ORCS-SCREEN_1137-1.1.16.screen.csv,2.0466699600219727
BIOGRID-ORCS-SCREEN_1123-1.1.16.screen.csv,2.0465335845947266
BIOGRID-ORCS-SCREEN_1142-1.1.16.screen.csv,2.046084403991699
BIOGRID-ORCS-SCREEN_1140-1.1.16.screen.csv,2.045583724975586
BIOGRID-ORCS-SCREEN_1125-1.1.16.screen.csv,2.0438318252563477
BIOGRID-ORCS-SCREEN_1584-1.1.16.screen.csv,2.038792610168457
BIOGRID-ORCS-SCREEN_1153-1.1.16.screen.csv,2.0352745056152344
BIOGRID-ORCS-SCREEN_1621-1.1.16.screen.csv,2.034632682800293
BIOGRID-ORCS-SCREEN_1880-1.1.16.screen.csv,2.030111312866211
BIOGRID-ORCS-SCREEN_1172-1.1.16.screen.csv,2.028529167175293
BIOGRID-ORCS-SCREEN_1998-1.1.16.screen.csv,2.027632713317871
BIOGRID-ORCS-SCREEN_1461-1.1.16.screen.csv,2.021489143371582
BIOGRID-ORCS-SCREEN_1203-1.1.16.screen.csv,2.0213985443115234
BIOGRID-ORCS-SCREEN_1199-1.1.16.screen.csv,2.019582748413086
BIOGRID-ORCS-SCREEN_1704-1.1.16.screen.csv,2.0179004669189453
BIOGRID-ORCS-SCREEN_1147-1.1.16.screen.csv,2.0176095962524414
BIOGRID-ORCS-SCREEN_1053-1.1.16.screen.csv,2.0122785568237305
BIOGRID-ORCS-SCREEN_1050-1.1.16.screen.csv,2.0114564895629883
BIOGRID-ORCS-SCREEN_1052-1.1.16.screen.csv,2.0109338760375977
BIOGRID-ORCS-SCREEN_1361-1.1.16.screen.csv,2.0108890533447266
BIOGRID-ORCS-SCREEN_1048-1.1.16.screen.csv,2.0108070373535156
BIOGRID-ORCS-SCREEN_2084-1.1.16.screen.csv,2.0096092224121094
BIOGRID-ORCS-SCREEN_1296-1.1.16.screen.csv,2.0063562393188477
BIOGRID-ORCS-SCREEN_1300-1.1.16.screen.csv,2.004190444946289
BIOGRID-ORCS-SCREEN_1295-1.1.16.screen.csv,2.0037498474121094
BIOGRID-ORCS-SCREEN_1299-1.1.16.screen.csv,2.0037450790405273
BIOGRID-ORCS-SCREEN_1302-1.1.16.screen.csv,2.003631591796875
BIOGRID-ORCS-SCREEN_1307-1.1.16.screen.csv,2.0033912658691406
BIOGRID-ORCS-SCREEN_1303-1.1.16.screen.csv,2.0033788681030273
BIOGRID-ORCS-SCREEN_1306-1.1.16.screen.csv,2.003133773803711
BIOGRID-ORCS-SCREEN_1741-1.1.16.screen.csv,2.003005027770996
BIOGRID-ORCS-SCREEN_1293-1.1.16.screen.csv,2.002819061279297
BIOGRID-ORCS-SCREEN_1310-1.1.16.screen.csv,2.0025157928466797
BIOGRID-ORCS-SCREEN_1312-1.1.16.screen.csv,2.0020570755004883
BIOGRID-ORCS-SCREEN_1294-1.1.16.screen.csv,2.0019397735595703
BIOGRID-ORCS-SCREEN_1305-1.1.16.screen.csv,2.0018205642700195
BIOGRID-ORCS-SCREEN_1389-1.1.16.screen.csv,2.001605987548828
BIOGRID-ORCS-SCREEN_1308-1.1.16.screen.csv,2.0015649795532227
BIOGRID-ORCS-SCREEN_1309-1.1.16.screen.csv,2.001479148864746
BIOGRID-ORCS-SCREEN_1304-1.1.16.screen.csv,2.000790596008301
BIOGRID-ORCS-SCREEN_1292-1.1.16.screen.csv,2.000554084777832
BIOGRID-ORCS-SCREEN_1301-1.1.16.screen.csv,2.000070571899414
BIOGRID-ORCS-SCREEN_1311-1.1.16.screen.csv,1.9996604919433594
BIOGRID-ORCS-SCREEN_1623-1.1.16.screen.csv,1.9940671920776367
BIOGRID-ORCS-SCREEN_1624-1.1.16.screen.csv,1.9933652877807617
BIOGRID-ORCS-SCREEN_1571-1.1.16.screen.csv,1.9927730560302734
BIOGRID-ORCS-SCREEN_1864-1.1.16.screen.csv,1.988316535949707
BIOGRID-ORCS-SCREEN_24-1.1.16.screen.csv,1.986175537109375
BIOGRID-ORCS-SCREEN_1396-1.1.16.screen.csv,1.9835166931152344
BIOGRID-ORCS-SCREEN_1579-1.1.16.screen.csv,1.983098030090332
BIOGRID-ORCS-SCREEN_2055-1.1.16.screen.csv,1.9830293655395508
BIOGRID-ORCS-SCREEN_1580-1.1.16.screen.csv,1.9821529388427734
BIOGRID-ORCS-SCREEN_1577-1.1.16.screen.csv,1.981954574584961
BIOGRID-ORCS-SCREEN_1578-1.1.16.screen.csv,1.9812955856323242
BIOGRID-ORCS-SCREEN_1576-1.1.16.screen.csv,1.9807491302490234
BIOGRID-ORCS-SCREEN_1112-1.1.16.screen.csv,1.9803428649902344
BIOGRID-ORCS-SCREEN_1113-1.1.16.screen.csv,1.9801130294799805
BIOGRID-ORCS-SCREEN_1111-1.1.16.screen.csv,1.9798898696899414
BIOGRID-ORCS-SCREEN_1114-1.1.16.screen.csv,1.9795665740966797
BIOGRID-ORCS-SCREEN_2051-1.1.16.screen.csv,1.9791889190673828
BIOGRID-ORCS-SCREEN_1986-1.1.16.screen.csv,1.9786453247070312
